step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
410,CASH_OUT,557950.06,C1563918276,557950.06,0.0,C2064216341,111018.84,668968.9,1,0
410,TRANSFER,4900487.15,C688119342,4900487.15,0.0,C1773365552,0.0,0.0,1,0
410,CASH_OUT,4900487.15,C1615320222,4900487.15,0.0,C1322611502,0.0,4900487.15,1,0
410,TRANSFER,871745.76,C1976927795,871745.76,0.0,C1626688758,0.0,0.0,1,0
410,CASH_OUT,871745.76,C326766098,871745.76,0.0,C844559371,1830440.62,2702186.38,1,0
410,TRANSFER,281439.26,C608125181,281439.26,0.0,C1857424764,0.0,0.0,1,0
410,CASH_OUT,281439.26,C2046985152,281439.26,0.0,C434363461,118976.79,400416.05,1,0
410,TRANSFER,1232013.7,C599746221,1232013.7,0.0,C1135653502,0.0,0.0,1,0
410,CASH_OUT,1232013.7,C1626793558,1232013.7,0.0,C1907745534,0.0,1232013.7,1,0
410,TRANSFER,206985.26,C1041263133,206985.26,0.0,C6898692,0.0,0.0,1,0
410,CASH_OUT,206985.26,C1357050524,206985.26,0.0,C319370908,1372.42,208357.68,1,0
410,TRANSFER,950791.37,C1316033338,950791.37,0.0,C137391139,0.0,0.0,1,0
410,CASH_OUT,950791.37,C1593088347,950791.37,0.0,C1824042945,0.0,950791.37,1,0
410,TRANSFER,2406332.79,C676092302,2406332.79,0.0,C636444299,0.0,0.0,1,0
410,CASH_OUT,2406332.79,C2090299993,2406332.79,0.0,C1327141186,7523033.41,9929366.2,1,0
411,TRANSFER,427373.65,C985224754,427373.65,0.0,C2110832776,0.0,0.0,1,0
411,CASH_OUT,427373.65,C1090338431,427373.65,0.0,C347796427,64983.82,492357.46,1,0
411,TRANSFER,10000000.0,C179802055,12068313.94,2068313.94,C845099418,0.0,0.0,1,0
411,CASH_OUT,10000000.0,C1299526002,10000000.0,0.0,C1744662180,0.0,10000000.0,1,0
411,TRANSFER,2068313.94,C1024321064,2068313.94,0.0,C285826944,0.0,0.0,1,0
411,CASH_OUT,2068313.94,C338311472,2068313.94,0.0,C1131834798,0.0,2068313.94,1,0
411,TRANSFER,1464008.18,C576017861,1464008.18,0.0,C2007796943,0.0,0.0,1,0
411,CASH_OUT,1464008.18,C1187974748,1464008.18,0.0,C1271941656,0.0,1464008.18,1,0
411,TRANSFER,365069.45,C337746955,365069.45,0.0,C1144989996,0.0,0.0,1,0
411,CASH_OUT,365069.45,C1359467526,365069.45,0.0,C142819942,1033912.43,1398981.88,1,0
411,TRANSFER,281023.82,C1500797086,281023.82,0.0,C1892705319,0.0,0.0,1,0
411,CASH_OUT,281023.82,C1744244738,281023.82,0.0,C1290764514,0.0,281023.82,1,0
411,TRANSFER,1240717.75,C2142112051,1240717.75,0.0,C853827129,0.0,0.0,1,0
411,CASH_OUT,1240717.75,C275137828,1240717.75,0.0,C989949797,144986.76,1385704.52,1,0
411,TRANSFER,6370726.84,C303116308,6370726.84,0.0,C1806524190,0.0,0.0,1,0
411,CASH_OUT,6370726.84,C523292689,6370726.84,0.0,C1072409344,49570.47,6420297.31,1,0
412,TRANSFER,87438.83,C1204602597,87438.83,0.0,C419461239,0.0,0.0,1,0
412,CASH_OUT,87438.83,C171722567,87438.83,0.0,C373099363,69617.57,157056.4,1,0
412,TRANSFER,2425164.58,C297158532,2425164.58,0.0,C1416694658,0.0,0.0,1,0
412,CASH_OUT,2425164.58,C136293883,2425164.58,0.0,C1901947774,946807.93,3371972.51,1,0
412,TRANSFER,381977.83,C692435443,381977.83,0.0,C1301812889,0.0,0.0,1,0
412,CASH_OUT,381977.83,C1101780451,381977.83,0.0,C806070403,0.0,381977.83,1,0
412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
412,CASH_OUT,571163.03,C1600275467,571163.03,0.0,C902858452,45861.48,617024.51,1,0
413,TRANSFER,781.93,C765542,781.93,0.0,C1959655312,0.0,0.0,1,0
413,CASH_OUT,781.93,C823598101,781.93,0.0,C1338255129,0.0,781.93,1,0
413,TRANSFER,8536151.16,C2060464348,8536151.16,0.0,C2079215936,0.0,0.0,1,0
413,CASH_OUT,8536151.16,C1712280078,8536151.16,0.0,C865601051,339032.24,8875183.4,1,0
413,TRANSFER,115085.31,C2039186549,115085.31,0.0,C544794295,0.0,0.0,1,0
413,CASH_OUT,115085.31,C1468265966,115085.31,0.0,C1919218526,999400.25,1114485.56,1,0
413,TRANSFER,438983.45,C194150197,438983.45,0.0,C998514614,0.0,0.0,1,0
413,CASH_OUT,438983.45,C1890267069,438983.45,0.0,C254366528,26861.84,465845.29,1,0
413,TRANSFER,786278.72,C1379900917,786278.72,0.0,C491276227,0.0,0.0,1,0
413,CASH_OUT,786278.72,C1989836964,786278.72,0.0,C457437086,0.0,786278.72,1,0
413,TRANSFER,341441.17,C570894780,341441.17,0.0,C1123063194,0.0,0.0,1,0
413,CASH_OUT,341441.17,C204567702,341441.17,0.0,C1336378574,0.0,341441.17,1,0
413,TRANSFER,140333.35,C753726287,140333.35,0.0,C1558494610,0.0,0.0,1,0
413,CASH_OUT,140333.35,C1201768390,140333.35,0.0,C503175927,132894.81,273228.16,1,0
414,TRANSFER,216000.95,C666284351,216000.95,0.0,C1896227461,0.0,0.0,1,0
414,CASH_OUT,216000.95,C1048484553,216000.95,0.0,C1044750708,171773.03,387773.97,1,0
414,TRANSFER,533269.77,C761440890,533269.77,0.0,C565561200,0.0,0.0,1,0
414,CASH_OUT,533269.77,C1010973952,533269.77,0.0,C295852822,20836.5,554106.28,1,0
414,TRANSFER,298384.21,C787438846,298384.21,0.0,C851575801,0.0,0.0,1,0
414,CASH_OUT,298384.21,C1678582584,298384.21,0.0,C2097786726,77405.99,375790.2,1,0
414,TRANSFER,537641.8,C1552180409,537641.8,0.0,C638930766,0.0,0.0,1,0
414,CASH_OUT,537641.8,C1904470036,537641.8,0.0,C115727901,55732.77,593374.56,1,0
414,TRANSFER,4602636.68,C635388534,4602636.68,0.0,C1846115729,0.0,0.0,1,0
414,CASH_OUT,4602636.68,C684110102,4602636.68,0.0,C1700286607,0.0,4602636.68,1,0
414,TRANSFER,3285475.4,C1469626651,3285475.4,0.0,C1664358015,0.0,0.0,1,0
414,CASH_OUT,3285475.4,C959785140,3285475.4,0.0,C473805746,746119.83,4031595.23,1,0
414,TRANSFER,10000000.0,C1713766678,10724264.21,724264.21,C499919262,0.0,0.0,1,0
414,CASH_OUT,10000000.0,C2071282373,10000000.0,0.0,C803763593,0.0,10000000.0,1,0
414,TRANSFER,724264.21,C1765244113,724264.21,0.0,C737913546,0.0,0.0,1,0
414,CASH_OUT,724264.21,C2035780043,724264.21,0.0,C657085942,0.0,724264.21,1,0
415,TRANSFER,224230.16,C1765991027,224230.16,0.0,C791615814,0.0,0.0,1,0
415,CASH_OUT,224230.16,C1055929140,224230.16,0.0,C645291473,427065.03,651295.19,1,0
415,TRANSFER,23236.49,C1376272223,23236.49,0.0,C684942483,0.0,0.0,1,0
415,CASH_OUT,23236.49,C631901150,23236.49,0.0,C705161174,179969.72,203206.21,1,0
415,TRANSFER,13659.45,C1238777492,13659.45,0.0,C873898487,0.0,0.0,1,0
415,CASH_OUT,13659.45,C443989822,13659.45,0.0,C1408237978,474620.98,488280.42,1,0
415,TRANSFER,461369.99,C152541672,461369.99,0.0,C14138104,0.0,0.0,1,0
415,CASH_OUT,461369.99,C2081855471,461369.99,0.0,C1671232989,2572575.13,3033945.11,1,0
415,TRANSFER,191834.14,C80491623,191834.14,0.0,C1674773109,0.0,0.0,1,0
415,CASH_OUT,191834.14,C728560783,191834.14,0.0,C662256008,105924.3,297758.43,1,0
415,TRANSFER,3242183.64,C503443667,3242183.64,0.0,C1319935848,0.0,0.0,1,0
415,CASH_OUT,3242183.64,C1457562899,3242183.64,0.0,C507441404,0.0,3242183.64,1,0
415,TRANSFER,1675153.28,C871029924,1675153.28,0.0,C1466367171,0.0,0.0,1,0
415,CASH_OUT,1675153.28,C2137951962,1675153.28,0.0,C309573869,12832.26,1687985.53,1,0
415,TRANSFER,37766.23,C1853390476,37766.23,0.0,C1785352620,0.0,0.0,1,0
415,CASH_OUT,37766.23,C1029932653,37766.23,0.0,C1868084224,2344708.27,2382474.5,1,0
416,TRANSFER,79076.14,C1720013416,79076.14,0.0,C431840204,0.0,0.0,1,0
416,CASH_OUT,79076.14,C1052814036,79076.14,0.0,C1368378517,0.0,79076.14,1,0
416,TRANSFER,27276.07,C746928702,27276.07,0.0,C1644712820,0.0,0.0,1,0
416,CASH_OUT,27276.07,C913068789,27276.07,0.0,C1433881290,0.0,27276.07,1,0
416,TRANSFER,10000000.0,C298387535,13019699.77,3019699.77,C662194461,0.0,0.0,1,0
416,CASH_OUT,10000000.0,C246726057,10000000.0,0.0,C1786144514,2423749.18,12423749.18,1,0
416,TRANSFER,3019699.77,C271621902,3019699.77,0.0,C1299567752,0.0,0.0,1,0
416,CASH_OUT,3019699.77,C2110305720,3019699.77,0.0,C225008798,523626.59,3543326.36,1,0
417,TRANSFER,1049586.54,C894359747,1049586.54,0.0,C1813474981,0.0,0.0,1,0
417,CASH_OUT,1049586.54,C2136497575,1049586.54,0.0,C1080081723,8366.77,1057953.31,1,0
417,TRANSFER,237776.02,C1229699193,237776.02,0.0,C198915551,0.0,0.0,1,0
417,CASH_OUT,237776.02,C598482992,237776.02,0.0,C1388784349,102969.39,340745.41,1,0
417,TRANSFER,2028897.08,C836001849,2028897.08,0.0,C1993805294,0.0,0.0,1,0
417,CASH_OUT,2028897.08,C1126334701,2028897.08,0.0,C18335029,4194222.4,6223119.48,1,0
418,TRANSFER,452261.67,C1463709824,452261.67,0.0,C1030417644,0.0,0.0,1,0
418,CASH_OUT,452261.67,C366045175,452261.67,0.0,C1443885284,577217.57,1029479.24,1,0
418,TRANSFER,892376.71,C1948643468,892376.71,0.0,C118884572,0.0,0.0,1,0
418,CASH_OUT,892376.71,C1724722512,892376.71,0.0,C861479607,31730514.36,32622891.07,1,0
418,TRANSFER,34498.05,C1185258850,34498.05,0.0,C1779051120,0.0,0.0,1,0
418,CASH_OUT,34498.05,C1824510333,34498.05,0.0,C731687431,0.0,34498.05,1,0
419,TRANSFER,3118811.65,C393374945,3118811.65,0.0,C639125907,0.0,0.0,1,0
419,CASH_OUT,3118811.65,C907941485,3118811.65,0.0,C1511253622,1163983.03,4282794.68,1,0
419,TRANSFER,426323.38,C73136408,426323.38,0.0,C684702982,0.0,0.0,1,0
419,CASH_OUT,426323.38,C1078529507,426323.38,0.0,C1957980970,102216.61,528539.99,1,0
419,TRANSFER,60891.94,C1227057537,60891.94,0.0,C1981402055,0.0,0.0,1,0
419,CASH_OUT,60891.94,C1858182940,60891.94,0.0,C1039809648,1534972.09,1595864.03,1,0
419,TRANSFER,149535.0,C1318978641,149535.0,0.0,C1092574222,0.0,0.0,1,0
419,CASH_OUT,149535.0,C1439633894,149535.0,0.0,C1418590446,711124.24,860659.24,1,0
419,TRANSFER,533092.45,C1329946363,533092.45,0.0,C641771382,0.0,0.0,1,0
419,CASH_OUT,533092.45,C1989818956,533092.45,0.0,C252157043,1480922.8,2014015.24,1,0
420,TRANSFER,500905.62,C1104187360,500905.62,0.0,C822141064,0.0,0.0,1,0
420,CASH_OUT,500905.62,C1226580672,500905.62,0.0,C677468296,4867381.69,5368287.32,1,0
420,TRANSFER,253261.96,C157115581,253261.96,0.0,C989314619,0.0,0.0,1,0
420,CASH_OUT,253261.96,C1705481252,253261.96,0.0,C1051090586,95869.95,349131.91,1,0
420,TRANSFER,341956.42,C1806925834,341956.42,0.0,C814150801,0.0,0.0,1,0
420,CASH_OUT,341956.42,C865099324,341956.42,0.0,C1895897048,2191293.04,2533249.45,1,0
420,TRANSFER,430722.59,C1114634874,430722.59,0.0,C1494693059,0.0,0.0,1,0
420,CASH_OUT,430722.59,C1979801086,430722.59,0.0,C207357507,1630593.27,2061315.87,1,0
420,TRANSFER,116489.77,C1178847797,116489.77,0.0,C63537571,0.0,0.0,1,0
420,CASH_OUT,116489.77,C504789757,116489.77,0.0,C1731829821,0.0,116489.77,1,0
420,TRANSFER,1464160.5,C1237202508,1464160.5,0.0,C1801696531,0.0,0.0,1,0
420,CASH_OUT,1464160.5,C2024056212,1464160.5,0.0,C1653697681,462739.95,1926900.44,1,0
421,TRANSFER,10000000.0,C327855497,25455965.86,15455965.86,C2013390104,0.0,0.0,1,0
421,CASH_OUT,10000000.0,C1162717928,10000000.0,0.0,C2053317483,0.0,10000000.0,1,0
421,TRANSFER,10000000.0,C2074382913,15455965.86,5455965.86,C48227187,0.0,0.0,1,0
421,CASH_OUT,10000000.0,C1505056771,10000000.0,0.0,C1036108574,1886102.76,11886102.76,1,0
421,TRANSFER,5455965.86,C529879129,5455965.86,0.0,C423625625,0.0,0.0,1,0
421,CASH_OUT,5455965.86,C925348777,5455965.86,0.0,C1734033789,0.0,5455965.86,1,0
421,TRANSFER,1501341.87,C1749948822,1501341.87,0.0,C1224774762,0.0,0.0,1,0
421,CASH_OUT,1501341.87,C466100700,1501341.87,0.0,C552512951,0.0,1501341.87,1,0
421,TRANSFER,267564.83,C787135844,267564.83,0.0,C934789306,0.0,0.0,1,0
421,CASH_OUT,267564.83,C609937899,267564.83,0.0,C1397005077,0.0,267564.83,1,0
421,TRANSFER,207021.45,C376689274,207021.45,0.0,C1019270751,0.0,0.0,1,0
421,CASH_OUT,207021.45,C694763247,207021.45,0.0,C1770009220,0.0,207021.45,1,0
421,TRANSFER,19729.68,C943180964,19729.68,0.0,C1849745670,0.0,0.0,1,0
421,CASH_OUT,19729.68,C1979477621,19729.68,0.0,C1623524019,0.0,19729.68,1,0
422,TRANSFER,40591.72,C1817821840,40591.72,0.0,C1446237995,0.0,0.0,1,0
422,CASH_OUT,40591.72,C1177353473,40591.72,0.0,C881219038,276257.36,316849.08,1,0
422,TRANSFER,298365.86,C331578052,298365.86,0.0,C18819667,0.0,0.0,1,0
422,CASH_OUT,298365.86,C1916355655,298365.86,0.0,C1396514823,0.0,298365.86,1,0
422,TRANSFER,2897907.81,C791144032,2897907.81,0.0,C220917554,0.0,0.0,1,0
422,CASH_OUT,2897907.81,C35276012,2897907.81,0.0,C824786916,351034.56,3248942.38,1,0
422,TRANSFER,1857935.57,C707980152,1857935.57,0.0,C510333855,0.0,0.0,1,0
422,CASH_OUT,1857935.57,C1117447229,1857935.57,0.0,C916997939,738704.8,2596640.37,1,0
422,TRANSFER,87381.78,C1133621753,87381.78,0.0,C369327897,0.0,0.0,1,0
422,CASH_OUT,87381.78,C424245549,87381.78,0.0,C698487016,474312.15,561693.93,1,0
423,TRANSFER,3588174.94,C1861323130,3588174.94,0.0,C1184434945,0.0,0.0,1,0
423,CASH_OUT,3588174.94,C1622193267,3588174.94,0.0,C1576120612,103757.04,3691931.98,1,0
423,TRANSFER,396757.22,C1909320319,396757.22,0.0,C1040286971,0.0,0.0,1,0
423,CASH_OUT,396757.22,C1392636479,396757.22,0.0,C1861392747,167363.79,564121.01,1,0
423,TRANSFER,207241.52,C1121745558,207241.52,0.0,C2015328275,0.0,0.0,1,0
423,CASH_OUT,207241.52,C1850635238,207241.52,0.0,C1011806570,0.0,207241.52,1,0
424,TRANSFER,5475018.52,C889342614,5475018.52,0.0,C542998030,0.0,0.0,1,0
424,CASH_OUT,5475018.52,C145448061,5475018.52,0.0,C1034609594,205724.59,5680743.11,1,0
424,TRANSFER,671406.79,C1713204236,671406.79,0.0,C1583299805,0.0,0.0,1,0
424,CASH_OUT,671406.79,C1661993840,671406.79,0.0,C109645047,102024.04,773430.83,1,0
424,TRANSFER,158245.65,C1147249534,158245.65,0.0,C1048851683,0.0,0.0,1,0
424,CASH_OUT,158245.65,C377182011,158245.65,0.0,C418687404,474628.91,632874.55,1,0
424,TRANSFER,1346264.61,C1816888178,1346264.61,0.0,C462103796,0.0,0.0,1,0
424,CASH_OUT,1346264.61,C309497178,1346264.61,0.0,C11026279,1806026.36,3152290.97,1,0
424,TRANSFER,313697.44,C1043016955,313697.44,0.0,C2103366345,0.0,0.0,1,0
424,CASH_OUT,313697.44,C624146963,313697.44,0.0,C2012667225,0.0,313697.44,1,0
424,TRANSFER,2772748.37,C366210516,2772748.37,0.0,C1877132706,0.0,0.0,1,0
424,CASH_OUT,2772748.37,C323857001,2772748.37,0.0,C1982168080,0.0,2772748.37,1,0
424,TRANSFER,1058602.68,C1952841743,1058602.68,0.0,C1842449646,0.0,0.0,1,0
424,CASH_OUT,1058602.68,C1287511986,1058602.68,0.0,C532433222,628385.94,1686988.62,1,0
425,TRANSFER,34839.32,C1183463100,34839.32,0.0,C796115130,0.0,0.0,1,0
425,CASH_OUT,34839.32,C946520806,34839.32,0.0,C2098801032,0.0,34839.32,1,0
425,TRANSFER,462452.87,C2093534108,462452.87,0.0,C1787957566,0.0,0.0,1,0
425,CASH_OUT,462452.87,C1588251640,462452.87,0.0,C577926946,0.0,462452.87,1,0
425,TRANSFER,3401641.0,C1233267015,3401641.0,0.0,C1191003760,0.0,0.0,1,0
425,CASH_OUT,3401641.0,C655470435,3401641.0,0.0,C1211152705,2062298.62,5463939.63,1,0
425,TRANSFER,19421.77,C499057718,19421.77,0.0,C1899051151,0.0,0.0,1,0
425,CASH_OUT,19421.77,C356706674,19421.77,0.0,C1498886294,663000.64,682422.4,1,0
425,TRANSFER,486175.4,C1305617036,486175.4,0.0,C926547978,0.0,0.0,1,0
425,CASH_OUT,486175.4,C1737680610,486175.4,0.0,C1596545373,0.0,486175.4,1,0
425,TRANSFER,10000000.0,C40489106,59585040.37,49585040.37,C650095152,0.0,0.0,1,0
425,CASH_OUT,10000000.0,C14856404,10000000.0,0.0,C308220962,10662599.15,20662599.15,1,0
425,TRANSFER,10000000.0,C1551381510,49585040.37,39585040.37,C1042012237,0.0,0.0,1,0
425,CASH_OUT,10000000.0,C749563037,10000000.0,0.0,C606914329,0.0,10000000.0,1,0
425,TRANSFER,10000000.0,C1619838170,39585040.37,29585040.37,C1934167334,0.0,0.0,1,0
425,CASH_OUT,10000000.0,C1979558927,10000000.0,0.0,C678340768,1727027.89,11727027.89,1,0
425,TRANSFER,10000000.0,C1756917426,29585040.37,19585040.37,C1192036077,0.0,0.0,1,0
425,CASH_OUT,10000000.0,C792080060,10000000.0,0.0,C2030266969,0.0,10000000.0,1,0
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,CASH_OUT,0.0,C832555372,0.0,0.0,C1462759334,76759.9,76759.9,1,0
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
425,CASH_OUT,0.0,C69493310,0.0,0.0,C719711728,2921531.34,2921531.34,1,0
425,TRANSFER,460434.46,C2045767963,460434.46,0.0,C1868484572,0.0,0.0,1,0
425,CASH_OUT,460434.46,C913609699,460434.46,0.0,C1256545087,1046172.48,1506606.94,1,0
425,TRANSFER,287720.41,C1664641098,287720.41,0.0,C1630931168,0.0,0.0,1,0
425,CASH_OUT,287720.41,C1152041857,287720.41,0.0,C1551847216,174700.67,462421.08,1,0
425,TRANSFER,204030.2,C1112249638,204030.2,0.0,C1562672245,0.0,0.0,1,0
425,CASH_OUT,204030.2,C1353907463,204030.2,0.0,C79931133,0.0,204030.2,1,0
426,TRANSFER,99804.21,C1507425554,99804.21,0.0,C1679076725,0.0,0.0,1,0
426,CASH_OUT,99804.21,C832632407,99804.21,0.0,C608557779,77105.84,176910.05,1,0
427,TRANSFER,4892226.25,C800259537,4892226.25,0.0,C1893385934,0.0,0.0,1,0
427,CASH_OUT,4892226.25,C505947737,4892226.25,0.0,C1438698807,54435.33,4946661.58,1,0
427,TRANSFER,225324.05,C1109518048,225324.05,0.0,C1691016675,0.0,0.0,1,0
427,CASH_OUT,225324.05,C2146300085,225324.05,0.0,C120557331,9125.63,234449.67,1,0
427,TRANSFER,59749.28,C1200211692,59749.28,0.0,C1441368122,0.0,0.0,1,0
427,CASH_OUT,59749.28,C416033450,59749.28,0.0,C1195945883,1279160.38,1338909.66,1,0
427,TRANSFER,426173.04,C1427622325,426173.04,0.0,C1382020476,0.0,0.0,1,0
427,CASH_OUT,426173.04,C1173353466,426173.04,0.0,C114462097,0.0,426173.04,1,0
427,TRANSFER,3890627.92,C1289286413,3890627.92,0.0,C2143229891,0.0,0.0,1,0
427,CASH_OUT,3890627.92,C901257542,3890627.92,0.0,C1688196964,0.0,3890627.92,1,0
427,TRANSFER,474195.1,C1577661477,474195.1,0.0,C984902838,0.0,0.0,1,0
427,CASH_OUT,474195.1,C1690528829,474195.1,0.0,C1949534570,0.0,474195.1,1,0
427,TRANSFER,1171751.17,C1499614661,1171751.17,0.0,C1862839091,0.0,0.0,1,0
427,CASH_OUT,1171751.17,C711131179,1171751.17,0.0,C1501386709,0.0,1171751.17,1,0
428,TRANSFER,3037.67,C1408814433,3037.67,0.0,C944070846,0.0,0.0,1,0
428,CASH_OUT,3037.67,C1838531308,3037.67,0.0,C505532836,800854.71,803892.38,1,0
428,TRANSFER,3028421.03,C2107000276,3028421.03,0.0,C1629716841,0.0,0.0,1,0
428,CASH_OUT,3028421.03,C188968777,3028421.03,0.0,C1189187545,4503234.54,7531655.57,1,0
428,TRANSFER,183306.21,C1833004950,183306.21,0.0,C1079318732,0.0,0.0,1,0
428,CASH_OUT,183306.21,C1642000949,183306.21,0.0,C2070997054,0.0,183306.21,1,0
429,TRANSFER,837192.23,C653262851,837192.23,0.0,C690345380,0.0,0.0,1,0
429,CASH_OUT,837192.23,C1393117725,837192.23,0.0,C525514833,0.0,837192.23,1,0
429,TRANSFER,315712.36,C23801397,315712.36,0.0,C1324604423,0.0,0.0,1,0
429,CASH_OUT,315712.36,C300052859,315712.36,0.0,C156651534,733325.51,1049037.87,1,0
430,TRANSFER,221511.12,C687647842,221511.12,0.0,C110165718,0.0,0.0,1,0
430,CASH_OUT,221511.12,C406659405,221511.12,0.0,C200475488,201354.78,422865.9,1,0
430,TRANSFER,326394.8,C541833778,326394.8,0.0,C36684141,0.0,0.0,1,0
430,CASH_OUT,326394.8,C860160503,326394.8,0.0,C1834699516,16973.41,343368.22,1,0
430,TRANSFER,3302492.95,C2115449921,3302492.95,0.0,C314077583,0.0,0.0,1,0
430,CASH_OUT,3302492.95,C265373063,3302492.95,0.0,C628493905,589810.81,3892303.76,1,0
430,TRANSFER,2828068.73,C1916200037,2828068.73,0.0,C483349301,0.0,0.0,1,0
430,CASH_OUT,2828068.73,C1776748909,2828068.73,0.0,C382300309,102766.8,2930835.53,1,0
431,TRANSFER,526071.46,C1724071075,526071.46,0.0,C270502342,0.0,0.0,1,0
431,CASH_OUT,526071.46,C1197863770,526071.46,0.0,C1419848942,987448.67,1513520.12,1,0
431,TRANSFER,3718503.37,C336342996,3718503.37,0.0,C190775867,0.0,0.0,1,0
431,CASH_OUT,3718503.37,C1652874527,3718503.37,0.0,C1330039975,4365225.42,8083728.79,1,0
431,TRANSFER,966389.93,C920351883,966389.93,0.0,C870252964,0.0,0.0,1,0
431,CASH_OUT,966389.93,C2016177370,966389.93,0.0,C232228089,0.0,966389.93,1,0
432,TRANSFER,907361.75,C1606642992,907361.75,0.0,C1232800795,0.0,0.0,1,0
432,CASH_OUT,907361.75,C86620913,907361.75,0.0,C1770382625,1536176.46,2443538.2,1,0
432,TRANSFER,1150413.99,C412631050,1150413.99,0.0,C1746289877,0.0,0.0,1,0
432,CASH_OUT,1150413.99,C1171147328,1150413.99,0.0,C72945971,1740168.44,2890582.43,1,0
433,TRANSFER,5270.57,C1852767807,5270.57,0.0,C18879780,0.0,0.0,1,0
433,CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,1,0
433,TRANSFER,673722.73,C1578662968,673722.73,0.0,C620731531,0.0,0.0,1,0
433,CASH_OUT,673722.73,C330958414,673722.73,0.0,C1015835310,0.0,673722.73,1,0
433,TRANSFER,1191183.65,C180129024,1191183.65,0.0,C1802674568,0.0,0.0,1,0
433,CASH_OUT,1191183.65,C2023614214,1191183.65,0.0,C1887453436,0.0,1191183.65,1,0
434,TRANSFER,32671.88,C1710865809,32671.88,0.0,C1882736497,0.0,0.0,1,0
434,CASH_OUT,32671.88,C640831254,32671.88,0.0,C1389084287,164307.14,196979.02,1,0
434,TRANSFER,2040374.55,C1208488541,2040374.55,0.0,C1222558935,0.0,0.0,1,0
434,CASH_OUT,2040374.55,C1606056333,2040374.55,0.0,C2110335244,50729.93,2091104.48,1,0
434,TRANSFER,1307156.17,C1996964574,1307156.17,0.0,C1716850817,0.0,0.0,1,0
434,CASH_OUT,1307156.17,C1140455895,1307156.17,0.0,C1640699182,273026.12,1580182.28,1,0
434,TRANSFER,4152987.1,C1273725199,4152987.1,0.0,C357948041,0.0,0.0,1,0
434,CASH_OUT,4152987.1,C1200746478,4152987.1,0.0,C1248241557,45694.34,4198681.44,1,0
435,TRANSFER,365332.78,C815195284,365332.78,0.0,C181224560,0.0,0.0,1,0
435,CASH_OUT,365332.78,C1014077257,365332.78,0.0,C948907509,27185.14,392517.92,1,0
435,TRANSFER,1143937.73,C206561987,1143937.73,0.0,C1495554758,0.0,0.0,1,0
435,CASH_OUT,1143937.73,C1347260506,1143937.73,0.0,C351378150,174260.08,1318197.81,1,0
436,TRANSFER,1532229.72,C338287923,1532229.72,0.0,C522956447,0.0,0.0,1,0
436,CASH_OUT,1532229.72,C685396140,1532229.72,0.0,C961098321,89278.84,1621508.56,1,0
436,TRANSFER,59841.44,C1440545718,59841.44,0.0,C1822077806,0.0,0.0,1,0
436,CASH_OUT,59841.44,C1061422162,59841.44,0.0,C1799894308,0.0,59841.44,1,0
436,TRANSFER,842554.02,C2022831297,842554.02,0.0,C676778137,0.0,0.0,1,0
436,CASH_OUT,842554.02,C395534351,842554.02,0.0,C356600887,510821.19,1353375.21,1,0
436,TRANSFER,591766.42,C1250782425,591766.42,0.0,C236114875,0.0,0.0,1,0
436,CASH_OUT,591766.42,C1492365838,591766.42,0.0,C1180486169,7334547.33,7926313.75,1,0
436,TRANSFER,539658.73,C1496866222,539658.73,0.0,C2010123268,0.0,0.0,1,0
436,CASH_OUT,539658.73,C1985701449,539658.73,0.0,C1862889538,0.0,539658.73,1,0
436,TRANSFER,2388542.02,C445035011,2388542.02,0.0,C1352079459,0.0,0.0,1,0
436,CASH_OUT,2388542.02,C1937566319,2388542.02,0.0,C2079293375,14775.9,2403317.91,1,0
436,TRANSFER,513693.13,C862823643,513693.13,0.0,C359107574,0.0,0.0,1,0
436,CASH_OUT,513693.13,C2034397905,513693.13,0.0,C497880242,0.0,513693.13,1,0
436,TRANSFER,4135944.29,C1964768315,4135944.29,0.0,C205094205,0.0,0.0,1,0
436,CASH_OUT,4135944.29,C1649836304,4135944.29,0.0,C14138104,0.0,4135944.29,1,0
437,TRANSFER,101392.92,C1484407499,101392.92,0.0,C86900925,0.0,0.0,1,0
437,CASH_OUT,101392.92,C662060364,101392.92,0.0,C486861418,614050.05,715442.97,1,0
437,TRANSFER,8006429.04,C1764648235,8006429.04,0.0,C894097120,0.0,0.0,1,0
437,CASH_OUT,8006429.04,C761504463,8006429.04,0.0,C1857128616,0.0,8006429.04,1,0
437,TRANSFER,207801.38,C654688690,207801.38,0.0,C1092203712,0.0,0.0,1,0
437,CASH_OUT,207801.38,C823071811,207801.38,0.0,C747395830,0.0,207801.38,1,0
437,TRANSFER,16207.04,C730998900,16207.04,0.0,C1043597983,0.0,0.0,1,0
437,CASH_OUT,16207.04,C458723859,16207.04,0.0,C326321916,136857.72,153064.76,1,0
437,TRANSFER,4716.08,C316065946,4716.08,0.0,C900839253,0.0,0.0,1,0
